model,src,tgt,pair,fraction,seed,C,n_train,auroc,f1_macro,brier,ece_fixed,temperature_src,ece_scaled_fixed,degeneracy_share
CLIP,PCam,MHIST,PCam->MHIST,0.01,42,10.0,2620,0.4908743021790023,0.4792622058887166,0.3134824114219233,0.2275261464143887,1.6965856278700508,0.2555357148513825,0.5455475946775844
CLIP,PCam,MHIST,PCam->MHIST,0.01,42,100.0,2620,0.4901584728975328,0.4748326516214105,0.3743781792910171,0.3261105529530628,2.2849411331433425,0.3042603710580123,0.5854657113613101
CLIP,PCam,MHIST,PCam->MHIST,0.01,123,0.01,2620,0.4388123536826941,0.4587888256321991,0.2519109563251915,0.1305394665234349,0.1743349366609899,0.2224245095240109,0.5271238485158649
CLIP,PCam,MHIST,PCam->MHIST,0.01,123,0.1,2620,0.4450792364487664,0.4470321395929935,0.2654764478653954,0.1597656469330321,0.5868807945923091,0.2631860415451468,0.6100307062436029
CLIP,PCam,MHIST,PCam->MHIST,0.01,123,1.0,2620,0.4588060507833604,0.4541230018669683,0.296813793066544,0.2046810307417958,1.2426105789210289,0.2593656876243822,0.6560900716479018
CLIP,PCam,MHIST,PCam->MHIST,0.01,123,10.0,2620,0.4980055825679812,0.4899246347522209,0.3137492396569625,0.2245431656888865,1.7907760216734618,0.2352526359572264,0.5629477993858751
CLIP,PCam,MHIST,PCam->MHIST,0.01,123,100.0,2620,0.5308031694579507,0.5227354211856658,0.3182625658428049,0.2580775327728093,2.5015348460517783,0.227177635851834,0.623336745138178
CLIP,PCam,MHIST,PCam->MHIST,0.01,456,0.01,2620,0.4422294255357464,0.4227220154882832,0.2527844879713177,0.1343571173835837,0.17548778179262,0.2435363961489135,0.6325486182190379
CLIP,PCam,MHIST,PCam->MHIST,0.01,456,0.1,2620,0.4422879524581308,0.4188839936625241,0.2707127494879479,0.169687221200845,0.6205219575197523,0.2784916353900424,0.7011258955987717
CLIP,PCam,MHIST,PCam->MHIST,0.01,456,1.0,2620,0.4331847649918963,0.4523686044014186,0.2983728389278662,0.2032342345491531,1.2533385844817582,0.2548453952841537,0.6397134083930399
CLIP,PCam,MHIST,PCam->MHIST,0.01,456,10.0,2620,0.4374572303259499,0.4379778852180142,0.3135668474835654,0.2508241494167598,1.8131987839925472,0.2651600177796783,0.6212896622313203
CLIP,PCam,MHIST,PCam->MHIST,0.01,456,100.0,2620,0.425148568341437,0.4224407395243706,0.34902728710281,0.3138161672759744,2.4488488844151326,0.2893801448385101,0.8004094165813715
CLIP,PCam,MHIST,PCam->MHIST,0.1,42,0.01,26214,0.4449756888168558,0.419360776703114,0.2700038963415725,0.1659628603216833,0.6122414159200018,0.2780569583631412,0.6949846468781986
CLIP,PCam,MHIST,PCam->MHIST,0.1,42,0.1,26214,0.4449711867459031,0.4490293501048218,0.297764399108228,0.2047786207734352,1.254585177469783,0.2653745961639694,0.6550665301944729
CLIP,PCam,MHIST,PCam->MHIST,0.1,42,1.0,26214,0.4734152710246713,0.4793843232367597,0.3072212706525206,0.2182825771555684,1.780280011452624,0.2351111128051931,0.5322415557830092
CLIP,PCam,MHIST,PCam->MHIST,0.1,42,10.0,26214,0.4969250855393481,0.463610557315333,0.3108587090118379,0.2557149390906069,2.06904534176517,0.2501967478628459,0.7830092118730808
CLIP,PCam,MHIST,PCam->MHIST,0.1,42,100.0,26214,0.5181073293715109,0.4854634515482472,0.3176775581011255,0.2684491631040574,2.3311613840585133,0.2508652465069089,0.7932446264073695
CLIP,PCam,MHIST,PCam->MHIST,0.1,123,0.01,26214,0.4405321447866018,0.4336398124435899,0.2685511885824178,0.1649629336957628,0.6011496470354177,0.2751872720075127,0.6560900716479018
CLIP,PCam,MHIST,PCam->MHIST,0.1,123,0.1,26214,0.4421663965424094,0.4489739009376206,0.2930469804570102,0.1936108836564743,1.2218563089095935,0.2489282831137581,0.6059365404298874
CLIP,PCam,MHIST,PCam->MHIST,0.1,123,1.0,26214,0.4742796686475778,0.478391592671687,0.3069845181718754,0.2221911857758311,1.7441313506607512,0.2438333143598768,0.5435005117707267
CLIP,PCam,MHIST,PCam->MHIST,0.1,123,10.0,26214,0.4746578426075994,0.4631285841829284,0.3230406753418093,0.2628617213812242,2.0629909595066955,0.2581090869489748,0.7164790174002047
CLIP,PCam,MHIST,PCam->MHIST,0.1,123,100.0,26214,0.4924545290833783,0.4868292230413695,0.3305104160499328,0.2859792707773822,2.414861769371326,0.263531619254278,0.7737973387922211
CLIP,PCam,MHIST,PCam->MHIST,0.1,456,0.01,26214,0.4434584909058167,0.4347439649172823,0.2676086707670577,0.1633762941171817,0.6054965536739234,0.2672811688465253,0.6530194472876152
CLIP,PCam,MHIST,PCam->MHIST,0.1,456,0.1,26214,0.4457770574464253,0.4537909086999527,0.2902481989784874,0.1944118676619128,1.230155445280406,0.2382189389274008,0.5967246673490276
CLIP,PCam,MHIST,PCam->MHIST,0.1,456,1.0,26214,0.4728209976589231,0.465608441935408,0.2946577731752443,0.1972794234856704,1.6968812476424209,0.2330537887805004,0.6202661207778914
CLIP,PCam,MHIST,PCam->MHIST,0.1,456,10.0,26214,0.4846929587610301,0.4517073438744795,0.3138236402754014,0.2620506893368039,2.06668639263566,0.2584454375911704,0.8147389969293757
CLIP,PCam,MHIST,PCam->MHIST,0.1,456,100.0,26214,0.4926841347019629,0.4619322121083353,0.3251749670518979,0.2830467501311879,2.39312508459357,0.2639142824811482,0.8689866939611054
CLIP,PCam,MHIST,PCam->MHIST,1.0,42,0.01,262144,0.445245813074014,0.4503213842309566,0.2950380131066911,0.1967067926862591,1.2354406546677958,0.2589729235493281,0.6397134083930399
CLIP,PCam,MHIST,PCam->MHIST,1.0,42,0.1,262144,0.4703403565640194,0.4613632387070789,0.2977854542315688,0.2062830770228162,1.74156143352687,0.2259915761594098,0.5875127942681678
CLIP,PCam,MHIST,PCam->MHIST,1.0,42,1.0,262144,0.4839366108409868,0.4658093560939585,0.3172582907787376,0.2509822899313819,2.0840283822550183,0.2464220511184201,0.7072671443193449
CLIP,PCam,MHIST,PCam->MHIST,1.0,42,10.0,262144,0.4955474518278407,0.4864090701928539,0.3282509513498237,0.2773606125481983,2.341467037758667,0.265909962894563,0.7697031729785057
CLIP,PCam,MHIST,PCam->MHIST,1.0,42,100.0,262144,0.4540788762830902,0.4262018251472442,0.3410963511266529,0.3109799083866377,2.259031270197563,0.2917435074431778,0.7983623336745138
CLIP,PCam,MHIST,PCam->MHIST,1.0,123,0.01,262144,0.445245813074014,0.4503213842309566,0.2950380131066911,0.1967067926862591,1.2354406546677958,0.2589729235493281,0.6397134083930399
CLIP,PCam,MHIST,PCam->MHIST,1.0,123,0.1,262144,0.4703403565640194,0.4613632387070789,0.2977854542315688,0.2062830770228162,1.74156143352687,0.2259915761594098,0.5875127942681678
CLIP,PCam,MHIST,PCam->MHIST,1.0,123,1.0,262144,0.4839366108409868,0.4658093560939585,0.3172582907787376,0.2509822899313819,2.0840283822550183,0.2464220511184201,0.7072671443193449
CLIP,PCam,MHIST,PCam->MHIST,1.0,123,10.0,262144,0.4955474518278407,0.4864090701928539,0.3282509513498237,0.2773606125481983,2.341467037758667,0.265909962894563,0.7697031729785057
CLIP,PCam,MHIST,PCam->MHIST,1.0,123,100.0,262144,0.4540788762830902,0.4262018251472442,0.3410963511266529,0.3109799083866377,2.259031270197563,0.2917435074431778,0.7983623336745138
CLIP,PCam,MHIST,PCam->MHIST,1.0,456,0.01,262144,0.445245813074014,0.4503213842309566,0.2950380131066911,0.1967067926862591,1.2354406546677958,0.2589729235493281,0.6397134083930399
CLIP,PCam,MHIST,PCam->MHIST,1.0,456,0.1,262144,0.4703403565640194,0.4613632387070789,0.2977854542315688,0.2062830770228162,1.74156143352687,0.2259915761594098,0.5875127942681678
CLIP,PCam,MHIST,PCam->MHIST,1.0,456,1.0,262144,0.4839366108409868,0.4658093560939585,0.3172582907787376,0.2509822899313819,2.0840283822550183,0.2464220511184201,0.7072671443193449
CLIP,PCam,MHIST,PCam->MHIST,1.0,456,10.0,262144,0.4955474518278407,0.4864090701928539,0.3282509513498237,0.2773606125481983,2.341467037758667,0.265909962894563,0.7697031729785057
CLIP,PCam,MHIST,PCam->MHIST,1.0,456,100.0,262144,0.4540788762830902,0.4262018251472442,0.3410963511266529,0.3109799083866377,2.259031270197563,0.2917435074431778,0.7983623336745138
CONCH,BRACS,CRC,BRACS->CRC,0.01,42,0.01,36,0.3936526052351201,0.4618254879448909,0.1697100083306653,0.2189089029540997,1.2938574971067676,0.1504467737127735,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,42,0.1,36,0.4073490954312443,0.4618254879448909,0.1689163348840035,0.2162247117449658,1.193145786237808,0.1314130722910367,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,42,1.0,36,0.4973054893877017,0.4618254879448909,0.1656375945020734,0.2056650585884657,1.00425199564173,0.0850651630057716,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,42,10.0,36,0.6804157520315705,0.5632985398129136,0.1920896306090417,0.2523704448109699,1.650914303818874,0.2381793495989257,0.7002666666666667
CONCH,BRACS,CRC,BRACS->CRC,0.01,42,100.0,36,0.7653553554489081,0.5344153649157727,0.3010302978216126,0.3589274382363914,3.935373947583675,0.3559052322239251,0.5024
CONCH,BRACS,CRC,BRACS->CRC,0.01,123,0.01,36,0.3024725886928321,0.4618254879448909,0.1697300965270571,0.2186005871712706,1.271912247826114,0.1468702048098153,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,123,0.1,36,0.3021918093477945,0.4618254879448909,0.1689178473343515,0.2127904919816859,1.0612641299081038,0.1041139666932809,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,123,1.0,36,0.2909600514259546,0.4618061784650712,0.1626607087956659,0.1807328685009958,0.798254895120348,0.1405941246144741,0.9999333333333332
CONCH,BRACS,CRC,BRACS->CRC,0.01,123,10.0,36,0.2091157381879185,0.4567972767436807,0.1698004633257355,0.2200673167916582,1.4125937497794008,0.2064822771139399,0.9828
CONCH,BRACS,CRC,BRACS->CRC,0.01,123,100.0,36,0.1875510010070234,0.4415903506812598,0.1888320467650446,0.2340465593009508,3.238796710103345,0.23905574127381,0.9326666666666666
CONCH,BRACS,CRC,BRACS->CRC,0.01,456,0.01,36,0.4983400760291032,0.4618254879448909,0.169505923381496,0.2185753385391263,1.284173160735387,0.1486054504198203,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,456,0.1,36,0.5071939895769567,0.4618254879448909,0.1671531900041406,0.2132917640106506,1.133961904116627,0.1171446646015492,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.01,456,1.0,36,0.5457545111613713,0.4665395380935643,0.1609082302871494,0.1970173157720906,0.9513661555981044,0.0780056346500432,0.9989333333333332
CONCH,BRACS,CRC,BRACS->CRC,0.01,456,10.0,36,0.5697934725720455,0.4903287179245778,0.2316027487793674,0.2971549916473193,1.7548042667407968,0.2925502701198982,0.6095333333333334
CONCH,BRACS,CRC,BRACS->CRC,0.01,456,100.0,36,0.6073470072010355,0.3837511107773032,0.4220100727474895,0.4782657111800412,3.82779182394739,0.4346083667118517,0.6630666666666667
CONCH,BRACS,CRC,BRACS->CRC,0.1,42,0.01,364,0.2313767468118712,0.4618254879448909,0.1730870327278212,0.2221167967881966,1.1166847658140462,0.1323211316513236,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.1,42,0.1,364,0.2508210176427707,0.4617675553482364,0.1806203715420336,0.2418351049686865,0.989050516000888,0.178107439839946,0.9998
CONCH,BRACS,CRC,BRACS->CRC,0.1,42,1.0,364,0.319142397440151,0.4601440388008863,0.1932312890627138,0.2313669256979123,1.5455015559214405,0.2282421824589384,0.898
CONCH,BRACS,CRC,BRACS->CRC,0.1,42,10.0,364,0.3676798039224849,0.4497412630092376,0.1839429644203689,0.1911638628945542,2.0927647944929526,0.1895999550276331,0.8984666666666666
CONCH,BRACS,CRC,BRACS->CRC,0.1,42,100.0,364,0.2918871964326602,0.4176651831564532,0.2486490424988279,0.2744344250901685,2.734543337291025,0.2651206858218434,0.8352
CONCH,BRACS,CRC,BRACS->CRC,0.1,123,0.01,364,0.2263110727019537,0.4618254879448909,0.173685417540732,0.2234239951940477,1.0644956781770474,0.1175259555953592,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.1,123,0.1,364,0.2300447699033164,0.4635054408883165,0.1861032102494858,0.2466211612158008,0.8794511439475833,0.1990149932479314,0.9988666666666668
CONCH,BRACS,CRC,BRACS->CRC,0.1,123,1.0,364,0.236327933335514,0.4090103057985438,0.2405808698130792,0.318621749583791,1.6011455871636406,0.3225718439924014,0.7620666666666667
CONCH,BRACS,CRC,BRACS->CRC,0.1,123,10.0,364,0.2612668416496493,0.4168758063884927,0.2527474743892695,0.3013582386259378,2.662609810953788,0.2930468619987658,0.8142
CONCH,BRACS,CRC,BRACS->CRC,0.1,123,100.0,364,0.3577692531904652,0.4304941743672157,0.2235969631192567,0.2419267623716076,4.232138145150579,0.2202866808037051,0.8885333333333333
CONCH,BRACS,CRC,BRACS->CRC,0.1,456,0.01,364,0.2513256611073987,0.4618254879448909,0.171955560658213,0.2204527655718221,1.0851968860545391,0.1171193261128481,1.0
CONCH,BRACS,CRC,BRACS->CRC,0.1,456,0.1,364,0.2609911003425281,0.4618061784650712,0.1749230225935789,0.2213348035500552,0.9175840047272772,0.1523588416528888,0.9999333333333332
CONCH,BRACS,CRC,BRACS->CRC,0.1,456,1.0,364,0.2644143740916929,0.4365260822781682,0.2108072739098878,0.2602632710304904,1.412795197200332,0.2663671118261449,0.8520666666666666
CONCH,BRACS,CRC,BRACS->CRC,0.1,456,10.0,364,0.2351987557068556,0.3566638778027198,0.3033139464122655,0.3668529590871455,2.201901902475681,0.3575705395705715,0.6538
CONCH,BRACS,CRC,BRACS->CRC,0.1,456,100.0,364,0.2335374809576769,0.3648760607611288,0.3501425876560242,0.3890785491161372,3.832974569791384,0.3444207403798746,0.6974666666666667
CONCH,BRACS,CRC,BRACS->CRC,1.0,42,0.01,3657,0.2401596532311201,0.462233634679334,0.1785863549227385,0.236126713715849,0.9179010662977988,0.1728855162800801,0.9996666666666668
CONCH,BRACS,CRC,BRACS->CRC,1.0,42,0.1,3657,0.2526490587484871,0.4568943001225564,0.1986944714484005,0.2584705900885145,1.5005633000131482,0.2566927327683412,0.9068666666666668
CONCH,BRACS,CRC,BRACS->CRC,1.0,42,1.0,3657,0.2399745235914522,0.4421825435700983,0.2079584452890422,0.260870770328842,2.1081313658153347,0.2608235930706581,0.8783333333333333
CONCH,BRACS,CRC,BRACS->CRC,1.0,42,10.0,3657,0.2688416411795492,0.4418952465306645,0.1977418530288402,0.2296711826495573,2.4907962230381657,0.2306040642821231,0.9018
CONCH,BRACS,CRC,BRACS->CRC,1.0,42,100.0,3657,0.3271033735286008,0.421397312107905,0.2312369968692075,0.2663991798205712,3.0101592050798165,0.2510124846709939,0.8396666666666667
CONCH,BRACS,CRC,BRACS->CRC,1.0,123,0.01,3657,0.2401596532311201,0.462233634679334,0.1785863549227385,0.236126713715849,0.9179010662977988,0.1728855162800801,0.9996666666666668
CONCH,BRACS,CRC,BRACS->CRC,1.0,123,0.1,3657,0.2526490587484871,0.4568943001225564,0.1986944714484005,0.2584705900885145,1.5005633000131482,0.2566927327683412,0.9068666666666668
CONCH,BRACS,CRC,BRACS->CRC,1.0,123,1.0,3657,0.2399745235914522,0.4421825435700983,0.2079584452890422,0.260870770328842,2.1081313658153347,0.2608235930706581,0.8783333333333333
CONCH,BRACS,CRC,BRACS->CRC,1.0,123,10.0,3657,0.2688416411795492,0.4418952465306645,0.1977418530288402,0.2296711826495573,2.4907962230381657,0.2306040642821231,0.9018
CONCH,BRACS,CRC,BRACS->CRC,1.0,123,100.0,3657,0.3271033735286008,0.421397312107905,0.2312369968692075,0.2663991798205712,3.0101592050798165,0.2510124846709939,0.8396666666666667
CONCH,BRACS,CRC,BRACS->CRC,1.0,456,0.01,3657,0.2401596532311201,0.462233634679334,0.1785863549227385,0.236126713715849,0.9179010662977988,0.1728855162800801,0.9996666666666668
CONCH,BRACS,CRC,BRACS->CRC,1.0,456,0.1,3657,0.2526490587484871,0.4568943001225564,0.1986944714484005,0.2584705900885145,1.5005633000131482,0.2566927327683412,0.9068666666666668
CONCH,BRACS,CRC,BRACS->CRC,1.0,456,1.0,3657,0.2399745235914522,0.4421825435700983,0.2079584452890422,0.260870770328842,2.1081313658153347,0.2608235930706581,0.8783333333333333
CONCH,BRACS,CRC,BRACS->CRC,1.0,456,10.0,3657,0.2688416411795492,0.4418952465306645,0.1977418530288402,0.2296711826495573,2.4907962230381657,0.2306040642821231,0.9018
CONCH,BRACS,CRC,BRACS->CRC,1.0,456,100.0,3657,0.3271033735286008,0.421397312107905,0.2312369968692075,0.2663991798205712,3.0101592050798165,0.2510124846709939,0.8396666666666667
CONCH,CRC,BRACS,CRC->BRACS,0.01,42,0.01,699,0.394017792302106,0.4171779141104294,0.2212526264656108,0.1256052208468863,1.7401991913984671,0.156001471283583,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.01,42,0.1,699,0.3960602759622367,0.4171779141104294,0.230156399658109,0.1732056615366762,1.0656202993560997,0.2298954237499933,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.01,42,1.0,699,0.4106451222464294,0.4261573033707865,0.2786202109499499,0.2378290739971155,0.9768919944866354,0.3085930204136449,0.8456140350877193
CONCH,CRC,BRACS,CRC->BRACS,0.01,42,10.0,699,0.4166969256838537,0.4252678181656628,0.345315750817205,0.3307427792023455,1.3185375369480947,0.3681978708750658,0.7350877192982456
CONCH,CRC,BRACS,CRC->BRACS,0.01,42,100.0,699,0.3964536431856693,0.4117509609430677,0.4049933789701446,0.3962723078577638,2.08120228937722,0.3938176419221398,0.7421052631578947
CONCH,CRC,BRACS,CRC->BRACS,0.01,123,0.01,699,0.3846828854998789,0.4171779141104294,0.2213997880179305,0.1254414620066668,1.7384393115166743,0.1560597189125981,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.01,123,0.1,699,0.3823832001936577,0.4171779141104294,0.2320116772787746,0.1722348299412145,1.1211213065121983,0.2312218906107284,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.01,123,1.0,699,0.3830640280803679,0.4015299235038247,0.285837520467554,0.2592834757515498,1.0833525964963089,0.3183521156938614,0.8701754385964913
CONCH,CRC,BRACS,CRC->BRACS,0.01,123,10.0,699,0.3715807310578551,0.3862412761714855,0.341979438203732,0.3374825682325008,1.4306292988107991,0.3629430842557845,0.8368421052631579
CONCH,CRC,BRACS,CRC->BRACS,0.01,123,100.0,699,0.3597645848462842,0.3648226032567669,0.4257899387572308,0.4305008978908401,2.1297395070696483,0.4184283087781832,0.7631578947368421
CONCH,CRC,BRACS,CRC->BRACS,0.01,456,0.01,699,0.4006899055918663,0.4171779141104294,0.2212480936469015,0.1259033554715656,1.734187451965748,0.157023157543845,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.01,456,0.1,699,0.4053951827644637,0.4171779141104294,0.2292568132046256,0.1671784336373841,1.0516782407370624,0.2240374090375464,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.01,456,1.0,699,0.4376512950859356,0.4420557669789227,0.268623651816756,0.2212265501410903,0.9974398444028748,0.2833145949267997,0.856140350877193
CONCH,CRC,BRACS,CRC->BRACS,0.01,456,10.0,699,0.4783950617283951,0.4968666498915609,0.3068741000179816,0.2759932187259317,1.4685340091378187,0.3020526016622863,0.7631578947368421
CONCH,CRC,BRACS,CRC->BRACS,0.01,456,100.0,699,0.4943566932946018,0.4967240262077903,0.338410905312269,0.3230704132621985,2.3409066396420184,0.3122290167449126,0.7175438596491228
CONCH,CRC,BRACS,CRC->BRACS,0.1,42,0.01,6999,0.3842592592592593,0.4171779141104294,0.2326121148880654,0.1796373291956953,1.064911673770886,0.2336019862798978,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.1,42,0.1,6999,0.4071048172355362,0.4068734063296835,0.2783825398050747,0.245088952060216,0.9905220997204488,0.3084774832322362,0.8701754385964913
CONCH,CRC,BRACS,CRC->BRACS,0.1,42,1.0,6999,0.4327947228274025,0.4560588544403573,0.3171058623276065,0.3060648048621647,1.2881640469833264,0.3287904436127645,0.8017543859649123
CONCH,CRC,BRACS,CRC->BRACS,0.1,42,10.0,6999,0.4375302590171871,0.4545092986548125,0.343555960883662,0.3409390454560985,1.7194122372309824,0.3457830912533791,0.7912280701754386
CONCH,CRC,BRACS,CRC->BRACS,0.1,42,100.0,6999,0.4401022754780925,0.4175237341772151,0.3052591368556779,0.3090557444009554,2.0637365079455368,0.3047991526245899,0.9473684210526316
CONCH,CRC,BRACS,CRC->BRACS,0.1,123,0.01,6999,0.3842743887678528,0.4171779141104294,0.232701803742804,0.1710230355427221,1.0660276958105726,0.2375543694769382,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.1,123,0.1,6999,0.402838295812152,0.4158105646630237,0.2780453190102656,0.2482553192080572,0.9963955031372732,0.3084563512620301,0.8894736842105263
CONCH,CRC,BRACS,CRC->BRACS,0.1,123,1.0,6999,0.4190117404986686,0.4210337078651685,0.3176723287073195,0.3038353801261547,1.3005972964280197,0.3237900168304692,0.8456140350877193
CONCH,CRC,BRACS,CRC->BRACS,0.1,123,10.0,6999,0.4055767368675865,0.4037154373596299,0.3336444355628067,0.32979222315398,1.819100898275307,0.3373641804222813,0.9
CONCH,CRC,BRACS,CRC->BRACS,0.1,123,100.0,6999,0.4003873154199951,0.3938319744771358,0.3431213501613819,0.3441687864654417,2.095184679149916,0.3430962597896421,0.9035087719298246
CONCH,CRC,BRACS,CRC->BRACS,0.1,456,0.01,6999,0.3889796659404503,0.4171779141104294,0.2324246601394155,0.1743917118937298,1.072641854991129,0.2317776667259632,1.0
CONCH,CRC,BRACS,CRC->BRACS,0.1,456,0.1,6999,0.4087841926894214,0.4166211790393013,0.2766499853730284,0.2501545224525948,1.0051438432337667,0.3081998978603165,0.8912280701754386
CONCH,CRC,BRACS,CRC->BRACS,0.1,456,1.0,6999,0.4241709029290728,0.4331601927451675,0.3193582317849787,0.3054534288872731,1.307523094211069,0.3336320589986974,0.8122807017543859
CONCH,CRC,BRACS,CRC->BRACS,0.1,456,10.0,6999,0.4136710239651416,0.4109410941094109,0.3262947959257872,0.3178837688939386,1.5793135886207443,0.327664930580277,0.8789473684210526
CONCH,CRC,BRACS,CRC->BRACS,0.1,456,100.0,6999,0.428679496489954,0.4390147884431055,0.3537122278237697,0.351032337053641,1.9108248476977336,0.3503794031286572,0.8140350877192982
CONCH,CRC,BRACS,CRC->BRACS,1.0,42,0.01,70000,0.4090867828612926,0.4166211790393013,0.2760843737468019,0.241614155771753,0.9954894470924762,0.3007198984794706,0.8912280701754386
CONCH,CRC,BRACS,CRC->BRACS,1.0,42,0.1,70000,0.4217653110626966,0.4352777777777777,0.307958213251337,0.2913705457945519,1.2745566707075926,0.3159482730166617,0.8631578947368421
CONCH,CRC,BRACS,CRC->BRACS,1.0,42,1.0,70000,0.4284979423868312,0.4406702898550724,0.3456252817465883,0.3375047992219979,1.6905699468029751,0.3495719457867137,0.8
CONCH,CRC,BRACS,CRC->BRACS,1.0,42,10.0,70000,0.4007806826434278,0.4078257401562784,0.3407840758472709,0.3410066645302571,2.046669034719815,0.340120365101734,0.8964912280701754
CONCH,CRC,BRACS,CRC->BRACS,1.0,42,100.0,70000,0.4019456548051319,0.4055092014971927,0.3435901483737045,0.343165530580572,2.155930110391706,0.3424681601710773,0.8912280701754386
CONCH,CRC,BRACS,CRC->BRACS,1.0,123,0.01,70000,0.4090867828612926,0.4166211790393013,0.2760843737468019,0.241614155771753,0.9954894470924762,0.3007198984794706,0.8912280701754386
CONCH,CRC,BRACS,CRC->BRACS,1.0,123,0.1,70000,0.4217653110626966,0.4352777777777777,0.307958213251337,0.2913705457945519,1.2745566707075926,0.3159482730166617,0.8631578947368421
